Tweet,Date,Retweet,Favorite,Tweet Source,Tweet Language,User Name,User Language
"RT @yoroba: #civsocial,#civ2010, SOS Seeking high blood-pressure meicine, medicraine, the patient is near the #US Embassy #Abidjan",2011-04-04 10:11:16 +0000 Mon,1,0,Hootsuite,en,Jeanette Mallet,en
"JOEL est blesse par balles aux 2 plateaux BMW, Besoin d 1 voiture pr etre evacue/.01015464 OU . La zone est calme actu.#civsocial.#civ2010",2011-04-04 10:12:53 +0000 Mon,5,0,Twitter Web Client,fr,manasse.dehe,fr
"Tantie ADELE a besoin MODUCREN, c nom du medicament, elle est vehiculee et peut venir vers vous . #civsocial, 01147612,#civ2010",2011-04-04 10:13:38 +0000 Mon,1,0,TweetDeck,fr,la mangouste....,fr
"SOS.PAPA sous-dyalisé a besoin d etre conduit de Koumassi o CHU de treich, la zone est calme,#civsocial,07 09 23 09/ 01 01 30 47,#civ2010",2011-04-04 10:19:11 +0000 Mon,6,0,Twitter Web Client,fr,manasse.dehe,fr
"RT @cartunelo: SOS.PAPA sous-dyalisé a besoin d etre conduit de Koumassi o CHU treich, zone est calme,#civsocial,07 09 23 09/ 01 01 30 47,",2011-04-04 10:20:06 +0000 Mon,0,0,TweetDeck,fr,la mangouste....,fr
RT @TV5MONDE: [DIRECT] Les Ivoiriens se servent de @Twitter pour s'entraider à Abidjan http://bit.ly/icHRDN #civ2010 #Civsocial,2011-04-04 10:23:03 +0000 Mon,1,0,TweetDeck,fr,David Cadasse,fr
"use #civsocial if you're asking for help in ivory coast: bullet shot, hospital, food, SOS,... #civ2010 #civ2011",2011-04-04 10:27:30 +0000 Mon,0,0,Twitter Web Client,en,Waguei Ahmed,fr
RT @Gsier2 @cartunelo SAMU n° 185 #civ2010 #civsocial,2011-04-04 10:28:01 +0000 Mon,0,0,Twitter for BlackBerry®,in,Paul Camille,fr
"#civsocial,JOEL est blesse par balles aux 2 plateaux BMW, Besoin d 1 voiture pr etre evacue/.01015464 OU . La zone est calme actu..#civ2010",2011-04-04 10:30:32 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
".#civsocial,Un HYPERTENDU a besoin de MODUCREN, Une voiture est dispo pr venir chercher si vous en avez.01147612/01938733. ,#civ2010, merci",2011-04-04 10:31:04 +0000 Mon,1,1,Twitter Web Client,fr,manasse.dehe,fr
RT @willy_Ag #civ2010 demande pharmacies ouvertes a Angre svp. Urgent #civsocial,2011-04-04 10:35:14 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Paul Camille,fr
"#civsocial,Un HYPERTENDU a besoin de MODUCREN, Une voiture est dispo pr venir chercher si vous en avez.01147612/01938733. ,#civ2010, merci",2011-04-04 10:42:16 +0000 Mon,3,0,Twitter Web Client,fr,Edith Brou,fr
"RT @edithbrou: #civsocial,Un HYPERTENDU a besoin MODUCREN, 1voiture dispo pr venir chercher si vous avez.01147612/01938733. ,#civ2010, merci",2011-04-04 10:43:17 +0000 Mon,1,0,TweetDeck,fr,la mangouste....,fr
#civsocial Jè une amie ki è à Cocody ki n'a plu de lait or son BB de 10 mois. S k'on peu fèr kele choz? #civ2010,2011-04-04 10:43:49 +0000 Mon,2,0,TweetDeck,ht,obamo,en
"#civsocial,JOEL est blesse par balles aux 2 plateaux BMW, Besoin d 1 voiture pr etre evacue/.01015464 OU . La zone est calme actu..#civ2010",2011-04-04 10:45:12 +0000 Mon,2,0,Twitter Web Client,fr,Edith Brou,fr
RT @kanazan: Pharmacie du Bonheur Riviera Palmeraie (non loin du marché) open. Allez y vite #civ2010 #civsocial,2011-04-04 10:49:44 +0000 Mon,1,0,Twitter for BlackBerry®,fr,Paul Camille,fr
@kadsak ok je passe le msg.. #civ2010 #civsocial,2011-04-04 10:49:52 +0000 Mon,0,0,TweetDeck,pt,obamo,en
"BESOIN URGENT de languettes accu-chek pr prendre taux de glycémie d'un malade d'alzheimer, diabétique et cardiaque. #civsocial #civ2010",2011-04-04 10:50:48 +0000 Mon,4,0,Twitter Web Client,fr,Edith Brou,fr
"#civsocial,Un HYPERTENDU a besoin de MODUCREN, Une voiture est dispo pr venir chercher si vous en avez.01147612/01938733 via @edithbrou",2011-04-04 10:52:30 +0000 Mon,2,0,Facebook,fr,wonzomai,fr
@alloicilafrance Côte d''Ivoire Pharmacie du Bonheur Riviera Palmeraie (non loin du marché) open!#civ2010 #civsocial,2011-04-04 10:53:49 +0000 Mon,0,0,Echofon,fr,Françafrique,fr
@faicommahatma #civ2010 #civsocial : tu es un bar bro ! Thx !,2011-04-04 10:54:01 +0000 Mon,0,0,TweetDeck,in,SergeMBRA ZebuGNT,fr
Supermarché ouvert RT @jeanjacquesk @kadsak Cash center bietry face socobin #civ2010 #civsocial,2011-04-04 10:54:08 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Paul Camille,fr
Pharmacie du Bonheur Riviera Palmeraie (non loin du marché) open. Allez y vite #civ2010 #civsocial,2011-04-04 10:54:34 +0000 Mon,6,0,Twitter Web Client,fr,p. long,fr
@zebugnt toi aussi bro c ensemble qu'on y arrive tous #civ2010 #civsocial,2011-04-04 10:56:09 +0000 Mon,0,0,TweetDeck,fr,obamo,en
"Sinon, il y a ces affiches collees un peu partout a la Defense #civ2010 #CivSocial #Sarko cc @melopheelo http://plixi.com/p/89448466",2011-04-04 10:56:24 +0000 Mon,0,0,UberSocial Pro for iPhone,fr,۩ ♔ Ņāđīŗā ♔ ۩,fr
temoignage d'un #france dont le fils à été enlevé par les #fds http://bit.ly/gKC5Lk . #civsocial #civ2010 #civ2011,2011-04-04 10:57:51 +0000 Mon,0,0,Twitter Web Client,fr,Waguei Ahmed,fr
"#civsocial JOEL est blessé par balles aux 2 plateaux BMW, besoin d'1 voiture pr être évacué: 01015464 la zone est calme actu via @edithbrou",2011-04-04 10:58:56 +0000 Mon,1,0,Facebook,fr,wonzomai,fr
King cash CDCI riviera palmeraie ouvert #civ2010 #civsocial vite il reste une heure avt couvre feu,2011-04-04 10:59:14 +0000 Mon,2,0,Twitter Web Client,fr,kanazan,fr
Vous pouvez faire recharger votre mobile Orange et recharger ceux des Médecins volontaires #civsocial #civ2000 http://www.transfertpays.com/,2011-04-04 10:59:39 +0000 Mon,0,0,Twitter Web Client,fr,charlonet,fr
la pharmacie st rafael de la rue ministre est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:00:25 +0000 Mon,5,0,Twitter Web Client,fr,Edith Brou,fr
"@AFP vous nous emmerdez ici on essaie de sauvez des vies, DEGAGEZ!!!! #civ2010 #civsocial",2011-04-04 11:01:11 +0000 Mon,1,0,Twitter Web Client,fr,kanazan,fr
RT @edithbrou: la pharmacie st rafael de la rue ministre est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:01:15 +0000 Mon,0,0,TweetDeck,fr,obamo,en
"#civsocial,Un HYPERTENDU a besoin de MODUCREN, Une voiture est dispo pr venir chercher si vous en avez.01147612/01938733 via @edithbrou",2011-04-04 11:01:33 +0000 Mon,0,0,Twitter Web Client,fr,Wilfried NGuessan,fr
RT@edithbrou la pharmacie st rafael de la rue ministre est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:01:43 +0000 Mon,3,0,Twitter Web Client,fr,kanazan,fr
La pharmacie St Raphael de la rue ministre à la Riviera Palmeraie est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:03:28 +0000 Mon,6,0,Twitter for BlackBerry®,fr,Sanders,fr
RT @Sanders225: 20 32 13 35 numéro de la Croix Rouge à #Abidjan pour les urgences #civ2010 #civsocial #clifci #cotedivoire #ivorycoast,2011-04-04 11:03:46 +0000 Mon,4,0,TweetDeck,fr,Evariste Kouadio,en
RT @Sanders225: La pharmacie St Raphael de la rue ministre à la Riviera Palmeraie est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:04:24 +0000 Mon,2,0,TweetDeck,fr,obamo,en
RT @Sanders225: Urgences sanitaires à Abidjan. Que les ONG et médecins se signalent en utilisant le fil #civ2010 #civsocial,2011-04-04 11:05:04 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Paul Camille,fr
RT @kanazan: King cash CDCI riviera palmeraie ouvert #civ2010 #civsocial vite il reste une heure avt couvre feu,2011-04-04 11:06:34 +0000 Mon,0,0,TweetDeck,fr,obamo,en
RT @africanews45: RT @puffylong: Pharmacie du Bonheur Riviera Palmeraie (non loin du marché) open. Allez y vite #civ2010 #civsocial,2011-04-04 11:09:15 +0000 Mon,0,0,TweetDeck,fr,obamo,en
DEUX PLATEAUX VALLON: La pharmacie DIVINE ONCTION est ouverte. Appelez d'abord (+225 22 41 62 84) #civsocial #cicr #CIV,2011-04-04 11:09:17 +0000 Mon,2,0,TweetDeck,fr,William Tedje Ahouma,en
"A Marcory,La pharmacie de la paix et Lagune assurent un peu de service le matin,vous pouvez y avoir quelques medicamts.#civsocial,#civ2010",2011-04-04 11:11:49 +0000 Mon,2,0,Twitter Web Client,fr,manasse.dehe,fr
DEUX PLATEAUX VALLON: La pharmacie DIVINE ONCTION est ouverte. Appelez d'abord (+225 22 41 62 84) #civsocial #cicr #CIV,2011-04-04 11:11:56 +0000 Mon,5,0,Twitter Web Client,fr,Edith Brou,fr
Un social Situation Room (twitter et facebook) pour la Crise en Côte d'Ivoire: http://t.co/5pqkmd1 #civ2010 #watsaa #civsocial,2011-04-04 11:12:20 +0000 Mon,0,0,TweetDeck,fr,watsaa en Français,fr
RT @edithbrou: DEUX PLATEAUX VALLON: La pharmacie DIVINE ONCTION est ouverte. Appelez d'abord (+225 22 41 62 84) #civsocial #cicr #CIV,2011-04-04 11:13:11 +0000 Mon,0,0,TweetDeck,fr,obamo,en
"#civsocial JOEL est blessé par balles aux 2 plateaux BMW, Besoin d 1 voiture pr etre evacué/.01015464 La zone est calme #civ2010",2011-04-04 11:14:31 +0000 Mon,4,0,TweetDeck,fr,William Tedje Ahouma,en
RT @edithbrou: la pharmacie st rafael de la rue ministre est ouverte (palmeraie) #civsocial #civ2010,2011-04-04 11:15:00 +0000 Mon,1,0,TweetDeck,fr,William Tedje Ahouma,en
Cynthia Apia-Fofana (08089860) a besoin de Nursie 1 pour nouveau né de deux semaines! #civsocial #civ2000,2011-04-04 11:15:49 +0000 Mon,1,0,Twitter Web Client,fr,charlonet,fr
RT @charlonet: Cynthia Apia-Fofana (08089860) a besoin de Nursie 1 pour nouveau né de deux semaines! #civsocial #civ2000 #civ2010,2011-04-04 11:16:08 +0000 Mon,0,0,TweetDeck,fr,Evariste Kouadio,en
INFO: .DIRECT. Les Ivoiriens se servent de @Twitter pour s'entraider à Abidjan http://bit.ly/icHRDN #civ2010 #Civsocial,2011-04-04 11:18:51 +0000 Mon,0,0,Cloudhopper,fr,@ROOBENStory™,fr
petite accalmie ce matin à d'Abidjan. Les populations de certains quartier s'approvisionnent. http://lnp.sn/ZwR #civ2010 #civsocial #civpaix,2011-04-04 11:19:31 +0000 Mon,0,1,Twitter Web Client,fr,Israël Yoroba,fr
RT @watsaa_fr: Un social Situation Room (twitter et facebook) pour la Crise en Côte d'Ivoire: http://bit.ly/hQBf2s #civ2010 #civsocial,2011-04-04 11:23:09 +0000 Mon,3,0,TweetDeck,fr,Jean-Patrick Ehouman,en
"A Marcory,La pharmacie de la paix et Lagune assurent un peu de service le matin,vous pouvez y avoir quelques medicamts.#civsocial,#civ2010",2011-04-04 11:24:30 +0000 Mon,2,0,Twitter Web Client,fr,Edith Brou,fr
"#civsocial,#civ2010, SOS pour une dame sur le point d'accoucher à Aghien 2plateaux,Besoin d un moyen de transport pr l évacuer:01322750",2011-04-04 11:31:49 +0000 Mon,19,0,Twitter Web Client,fr,manasse.dehe,fr
Un social Situation Room (twitter et facebook) pour la Crise en Côte d'Ivoire: http://bit.ly/hQBf2s #civ2010 #watsaa #civsocial #benin2011,2011-04-04 11:34:27 +0000 Mon,0,0,TweetDeck,fr,watsaa en Français,fr
RT @faicommahatma: RT @kanazan: King cash CDCI riviera palmeraie ouvert #civ2010 #civsocial,2011-04-04 11:35:12 +0000 Mon,1,0,TweetDeck,fr,la mangouste....,fr
DEUX PLATEAUX VALLON: La pharmacie DIVINE ONCTION est ouverte. Appelez d'abord (+225 22 41 62 84) #civsocial #cicr #CIV,2011-04-04 11:38:29 +0000 Mon,1,0,Twitter Web Client,fr,fabrice zagbayou,fr
"#civsocial,#civ2010, SOS pour une dame sur le point d'accoucher à Aghien 2plateaux,Besoin d un moyen de transport pr l évacuer:01322750",2011-04-04 11:40:28 +0000 Mon,6,0,Twitter Web Client,fr,Edith Brou,fr
"RT @edithbrou: #civsocial SOS pour une dame sur le point d'accoucher à Aghien 2plateaux,Besoin d un moyen de transport pr l évacuer:01322750",2011-04-04 11:41:08 +0000 Mon,2,0,TweetDeck,fr,William Tedje Ahouma,en
"@christiansmila , Merci pour tous les efforts, On prie et on croise les doigts.#civsocial, #civ2010",2011-04-04 11:44:07 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"@KoumanGnafo , L Hopital Militaire d Abidjan, dialyserait les malades, #civsocial, #civ2010, Merci de l interet",2011-04-04 11:48:57 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"@amworldtodaypm , #civsocial, Thanks to follow and to Help, #civ2010",2011-04-04 11:49:30 +0000 Mon,0,0,Twitter Web Client,en,manasse.dehe,fr
"@bish00p , Merci de contribuer tous ensemble a l effort de solidarite vi@ le web, #civsocial, #civ2010",2011-04-04 11:51:03 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"La dame sur le point daccoucher, se trouve dans 1e clinique pas loin mais ya pa de de gynécologue. Donc besoin GYNECO à Aghien #civsocial",2011-04-04 11:51:54 +0000 Mon,9,0,Twitter Web Client,fr,Edith Brou,fr
"JOEL est blesse par balles aux 2 plateaux BMW, Besoin d 1 voiture pr etre evacue/.01015464 OU . La zone est calme actu.#civsocial.#civ2010",2011-04-04 11:53:01 +0000 Mon,6,0,Twitter Web Client,fr,manasse.dehe,fr
"SOS.PAPA sous-dyalisé a besoin d etre conduit de Koumassi o CHU de treich, la zone est calme,#civsocial,07 09 23 09/ 01 01 30 47,#civ2010",2011-04-04 11:53:28 +0000 Mon,5,0,Twitter Web Client,fr,manasse.dehe,fr
"Un HYPERTENDU a besoin de MODUCREN, Une voiture est dispo pr venir chercher si vous en avez.01147612/01938733. .#civsocial,#civ2010, merci",2011-04-04 11:53:49 +0000 Mon,1,0,Twitter Web Client,fr,manasse.dehe,fr
"S.O.S, URGENT ! 38 malades dialysants doivent etre évacués d urgences., +225 07 70 40 64,#civsocial,#civ2010, http://on.fb.me/e0qj9s",2011-04-04 11:54:48 +0000 Mon,5,0,Twitter Web Client,fr,manasse.dehe,fr
"@edithbrou J'imagine que tu as déjà appelé tous les numéros de médecin d'urgence publiés sur #civsocial?Damn,j'en ai marre de cette m..",2011-04-04 11:56:01 +0000 Mon,0,0,Twitter Web Client,fr,JoelleET,en
@Dodobea Je vois que loin d'Abidjan et que tu as pu manger ce matin. Merci de penser a ceux qui souffrent au pays #civ2010 #TREVE #civsocial,2011-04-04 11:57:50 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Paul Camille,fr
"#civsocial, #civ2010, retrouvez ici la liste des princiaples pharmacies de la Cote d Ivoire et leurs numeros de tel.http://bit.ly/e7dHFA",2011-04-04 11:57:53 +0000 Mon,3,0,Twitter Web Client,fr,manasse.dehe,fr
"#civsocial, #civ2010, retrouvez ici la liste des princiaples pharmacies de la Cote d Ivoire et leurs numeros de tel.http://bit.ly/e7dHFA",2011-04-04 11:58:38 +0000 Mon,7,0,TweetDeck,fr,Jean-Patrick Ehouman,en
Je demande encore une fois a ceux qui sont loin d'Abidjan de penser aux Abidjanais qui ont besoin d'eau et de vivres #civ2010 #civsocial,2011-04-04 12:00:55 +0000 Mon,1,0,Twitter for BlackBerry®,fr,Paul Camille,fr
"#civsocial, #civ2010, Vous etes formidables, Tantie ADELE (HYPERTENDUE) a pu avoir Temornine 100mg a la Place de Moducren. ca fait l affaire",2011-04-04 12:02:39 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"#civsocial, #civ2010, Vous etes formidables, Tantie ADELE (HYPERTENDUE) a pu avoir Temornine 100mg a la Place de Moducren. ca fait l affaire",2011-04-04 12:03:12 +0000 Mon,8,0,TweetDeck,fr,Jean-Patrick Ehouman,en
"#civsocial, #civ2010,, Nouvelle Victoire pour le web ivoirien. Notre Hypertendu a pu avoir des medicaments grace a l un d entre vous !",2011-04-04 12:04:22 +0000 Mon,2,0,Twitter Web Client,fr,manasse.dehe,fr
"#Ali Coulibaly : «Il faut capturer #Gbagbo». Ivorian embassador in #France said : ""We must capture Gbagbo"". @voxafrica #CIV2010 #civsocial",2011-04-04 12:05:59 +0000 Mon,0,0,Twitter Web Client,en,NICOLAS NÉGOCE,en
Femme est sur le point d'accoucher dans une clinique à Aghien. Pas de Gynéco. On En CHERCHE!! C'est URGENT! #civsocial #civsocial,2011-04-04 12:06:07 +0000 Mon,0,0,TweetDeck,fr,William Tedje Ahouma,en
"Grand Merci a MR GBOGBO ERIC, qui a fournit du Temornine 100 mg a notre Hypertendue. DIEU te benisse au centuple.#civsocial, #civ2010,",2011-04-04 12:06:08 +0000 Mon,3,0,Twitter Web Client,fr,manasse.dehe,fr
"SOS: 1 dame sur le point d'accoucher à Aghien 2plateaux,Besoin d'un moyen de transport pr l'évacuer. Tél :01322750 via @edithbrou #civsocial",2011-04-04 12:06:13 +0000 Mon,0,0,Facebook,fr,wonzomai,fr
"#civsocial, #civ2010, retrouvez ici la liste des princiaples pharmacies de la Cote d Ivoire et leurs numeros de tel.http://bit.ly/e7dHFA",2011-04-04 12:06:48 +0000 Mon,8,1,TweetDeck,fr,William Tedje Ahouma,en
"RT @cartunelo: #civsocial,#civ2010, SOS pour dame sur le point d'accoucher à Aghien 2plateaux,Besoin moyen transport pr l évacuer:01322750",2011-04-04 12:07:39 +0000 Mon,2,0,TweetDeck,fr,la mangouste....,fr
"Non c'est la chaine entiere de solidarite qu'il faut feliciter, chaque maillon de cette chaine est important #civ2010 #CivSocial @cartunelo",2011-04-04 12:07:54 +0000 Mon,3,0,UberSocial Pro for iPhone,fr,۩ ♔ Ņāđīŗā ♔ ۩,fr
"@alloicilafrance @cartunelo Il y a hopital non loin de la.. Entre feu d'Aghien et LubAfrique. Carrefour Euro, a droite! #civsocial,#civ2010",2011-04-04 12:10:45 +0000 Mon,0,0,Twitter Web Client,fr,Nnenna,en
"GOOD, Tantie ADELE (HYPERTENDUE) a pu avoir Temornine 100mg a la Place de Moducren. ca fait l affaire.Bravo au #webiv .#civsocial, #civ2010",2011-04-04 12:11:39 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"Les forces pro-Gbagbo ""assurent la sécurité des Français en Côte d'Ivoire"", selon la RTI. @RTI_Officiel @voxafrica #CIV2010 #civsocial",2011-04-04 12:11:48 +0000 Mon,0,0,Twitter Web Client,fr,NICOLAS NÉGOCE,en
RT @iam_eatea: Banque de sang:02 50 19 28 ou 03 01 07 39 ou 21 35 57 23 #civ2010 #civsocial #clifci #cotedivoire #abidjan,2011-04-04 12:12:33 +0000 Mon,0,0,TweetDeck,pt,Evariste Kouadio,en
Besoin urgent d'1 Gynécologue à Aghien/2 plateaux. Femme sur le point d'accoucher dans une clinique. Tél: 01015464 via @edithbrou #civsocial,2011-04-04 12:13:00 +0000 Mon,6,0,Facebook,fr,wonzomai,fr
Nous avons besoin aussi d'un Navire Hôpital comme en libye #civ2010 #civsocial,2011-04-04 12:13:30 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Paul Camille,fr
RT @JoelleET: Besoin d'un GYNECO à Aghien pour femme sur le point d'accoucher via @edithbrou #civ2010 #civsocial,2011-04-04 12:15:27 +0000 Mon,3,0,TweetDeck,fr,la mangouste....,fr
"Grand Merci a MR GBOGBO ERIC, qui a fournit du Temornine 100 mg a notre Hypertendue. DIEU te benisse au centuple.#civsocial, #civ2010,”",2011-04-04 12:19:33 +0000 Mon,1,0,Twitter for iPhone,fr,Babakool,en
“@kevariste225: RT @iam_eatea: Banque de sang:02 50 19 28 ou 03 01 07 39 ou 21 35 57 23 #civ2010 #civsocial #clifci #cotedivoire #abidjan”,2011-04-04 12:19:47 +0000 Mon,0,0,Twitter for iPhone,pt,Babakool,en
Besoin urgent d'1 Gynécologue à Aghien/2 plateaux. Femme sur le point d'accoucher dans une clinique. Tél: 01015464 #civ2010 #civsocial,2011-04-04 12:21:01 +0000 Mon,7,0,Twitter for BlackBerry®,fr,Sanders,fr
"RT @cartunelo: @meowtree , Tech and mobile community , we are here #civsocial, because of the crisis. / great!! had missed this. thank you!",2011-04-04 12:21:11 +0000 Mon,1,0,Hootsuite,en,Linda Raftree,en
"#civsocial, #civ2010, Vous etes formidables, Tantie ADELE (HYPERTENDUE) a pu avoir Temornine 100mg a la Place de Moducren. ca fait l affaire",2011-04-04 12:21:31 +0000 Mon,6,0,Twitter Web Client,fr,Edith Brou,fr
@JulieOwono @fakegbagbo Any1 got clout 2 lobby Orange/MTN/etc 4 free SMS? =&gt; I'm working on it.DM me for coordination. #civ2010 #civsocial,2011-04-04 12:21:40 +0000 Mon,2,0,Twitter Web Client,en,JoelleET,en
@sroukoudazoa: #civ2010 Plaies par arme à feu appelez au 05-45-65-75 pour des consignes pratiques avant l'arrivée des secours #civsocial,2011-04-04 12:23:44 +0000 Mon,4,1,Echofon,fr,Françafrique,fr
@katrinskaya have you seen #civsocial?,2011-04-04 12:24:27 +0000 Mon,0,0,Hootsuite,en,Linda Raftree,en
@edithbrou fantastique initiative #civsocial Let's hope for the best...,2011-04-04 12:29:41 +0000 Mon,0,0,Twitter Web Client,en,Muriel,en
@meowtree #civsocial looks like there is a way to transfer credit.... How are pleas for help responded to? Locally via Red Cross?,2011-04-04 12:36:12 +0000 Mon,0,0,Scope App,en,👽,en
"#civsocial,#civ2010, Aux derniers nouvelles la petite d Hier Fatima paule cathérine est sortie de lhosto ce matin avec ses medocs!! Bravo !!",2011-04-04 12:40:06 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
RT @alloicilafrance LEADER Price (riviéra golf) est ouvert !#civ2010 #civsocial,2011-04-04 12:40:44 +0000 Mon,2,0,Twitter for BlackBerry®,fr,Paul Camille,fr
"@nnenna @alloicilafrance @cartunelo Pardon c'est koi le bon numéro de la femme enceinte. Je dois renvoyer ça. #civsocial,#civ2010",2011-04-04 12:41:10 +0000 Mon,0,0,Twitter Web Client,fr,Nnenna,en
"RT @cartunelo: #civsocial,#civ2010, Aux derniers nouvelles la petite d Hier Fatima paule cathérine est sorti… (cont) http://deck.ly/~CBuo6",2011-04-04 12:42:01 +0000 Mon,0,0,TweetDeck,fr,obamo,en
"#civsocial,#civ2010,Fatima Paule-Catherine (ki a reçu une balle perdue à la Star 6 hier) est sortie de la Clinik ce matin. En bonne sante.",2011-04-04 12:42:11 +0000 Mon,4,0,Twitter Web Client,fr,manasse.dehe,fr
"@katrinskaya I'm only just seeing it, not sure how it's set up, wd be nice if global tech cd support. #civsocial saying if/how of course.",2011-04-04 12:43:48 +0000 Mon,0,0,Hootsuite,en,Linda Raftree,en
"Joel, qui a été blessé de deux balles, a eu un véhicule et a pu être évacué vers l'hopital. Merci à vous tous. #civsocial #cicr #CIV",2011-04-04 12:44:12 +0000 Mon,4,0,TweetDeck,fr,William Tedje Ahouma,en
"#civsocial, #civ2010,Apparemment une erreur dans le numero de la dame a terme. Je tente de recuperer le bon numero et je vous fais signe.",2011-04-04 12:45:29 +0000 Mon,0,0,Twitter Web Client,fr,manasse.dehe,fr
"#civsocial,#civ2010,URGENT tuberculeux en rupture de Stock de medicaments Besoin en des medicaments RIZAMTISINE 150Mg ,COCODY 66 90 23 14",2011-04-04 12:48:43 +0000 Mon,11,0,Twitter Web Client,fr,manasse.dehe,fr
"#civsocial,#civ2010,URGENT tuberculeux en rupture de Stock de medicaments Besoin de ETHAMBUTOLIDROCLORYDE 275 Mg .,COCODY 66 90 23 14",2011-04-04 12:49:33 +0000 Mon,1,0,Twitter Web Client,fr,manasse.dehe,fr
"RT @jpehouman: #civsocial, #civ2010, retrouvez ici la liste des princiaples pharmacies de la Cote d Ivoire e… (cont) http://deck.ly/~IY0d6",2011-04-04 12:49:56 +0000 Mon,1,0,TweetDeck,fr,obamo,en
"#civsocial,#civ2010,URGENT tuberculeux en rupture de Stock de medicaments Besoin de TIRAVINAMYDE 400mg.,COCODY 66 90 23 14",2011-04-04 12:50:12 +0000 Mon,2,0,Twitter Web Client,fr,manasse.dehe,fr
"Joel, qui a été blessé de deux balles, a eu un véhicule et a pu être évacué vers l'hopital. Merci à vous tous. #civsocial #cicr #CIV",2011-04-04 12:50:16 +0000 Mon,2,0,Twitter Web Client,fr,Edith Brou,fr
"RT @cartunelo: #civsocial,#civ2010,URGENT tuberculeux en rupture de Stock de medicaments Besoin en des medicam… (cont) http://deck.ly/~5nkZ6",2011-04-04 12:50:20 +0000 Mon,2,0,TweetDeck,fr,obamo,en
"#civsocial,#civ2010,URGENT tuberculeux en rupture de Stock de medicaments Besoin de IZONIAVIDE 75mg ,COCODY 66 90 23 14",2011-04-04 12:50:28 +0000 Mon,4,0,Twitter Web Client,fr,manasse.dehe,fr
"@meowtree #civsocial yes, agree - there is something in the works that would enable this in the future....",2011-04-04 12:51:02 +0000 Mon,0,0,Scope App,en,👽,en
Médecin à Abidjan pour urgence 01 73 48 92 #civsocial #civ2010,2011-04-04 12:52:33 +0000 Mon,5,0,Twitter for BlackBerry®,fr,Sanders,fr
"@cartunelo‎ #civsocial,#civ2010.Joel, qui a été blessé de deux balles, a eu un véhicule et a pu être évacué vers l'hopital.",2011-04-04 12:54:01 +0000 Mon,0,0,Echofon,fr,Françafrique,fr
"Bravo #webiv,Joel, qui a été blessé de deux balles, a eu un véhicule et a pu être évacué vers l'hosto.Merci à vous tous. #civsocial,#civ2010",2011-04-04 12:55:20 +0000 Mon,3,0,Twitter Web Client,fr,manasse.dehe,fr
@puffylong @cartunelo #civsocial #civ2010 DIEU merci,2011-04-04 12:57:38 +0000 Mon,0,0,Twitter for BlackBerry®,fr,Aisha,fr
#civ2010 so proud of what #civsocial is doing. Now we know how to extract bullets via twitter cc @jess,2011-04-04 12:57:45 +0000 Mon,8,0,Seesmic for BlackBerry,en,Diaby Mohamed,en
RT @diabymohamed: #civ2010 so proud of what #civsocial is doing. Now we know how to extract bullets via twitter cc @jess,2011-04-04 12:58:39 +0000 Mon,2,0,TweetDeck,en,obamo,en
@diabymohamed Yes. Viens de terminer un interview pour en parler un peu. La Côte d'Ivoire vivra. Abidjan ne mourra pas #civsocial #civ2010,2011-04-04 13:01:57 +0000 Mon,1,0,Twitter Web Client,fr,Nnenna,en
"Manasse Dehe , @cartunelo, Administrateur de #civsocial cherche un transfert d'Unités Moov. ( Achat = 20 000 Cfa Max ) Contactez le en DM.",2011-04-04 13:02:53 +0000 Mon,5,0,Facebook,fr,wonzomai,fr
désormais sur le site de @wonzomai seuls les tweets contenant le tag #civsocial apparaitront #onFaitLeMenage #civ2010,2011-04-04 13:04:09 +0000 Mon,0,0,TweetDeck,fr,Jean-Patrick Ehouman,en
Pour les tweets d'entraide et de solidarité merci d'ajouter #civsocial #civ2010,2011-04-04 13:06:11 +0000 Mon,6,0,TweetDeck,fr,Gare_au_gorille,en
RT @Gare_au_gorille: Pour les tweets d'entraide et de solidarité merci d'ajouter #civsocial #civ2010,2011-04-04 13:07:03 +0000 Mon,0,0,TweetDeck,fr,obamo,en
